"Name","Unit","Year","N","Mean_Value"
"1,3,5-Trimethylbenzene","",2010,1,1
"1,3,5-Trimethylbenzene","",2011,1,1
"1,3,5-Trimethylbenzene","ug/l",1990,1,1
"1,3,5-Trimethylbenzene","ug/l",1991,4,1
"1,3,5-Trimethylbenzene","ug/l",1993,2,1
"1,3,5-Trimethylbenzene","ug/l",1995,1,1
"1,3,5-Trimethylbenzene","ug/l",2003,1,1080
"1,3,5-Trimethylbenzene","ug/l",2007,1,1
"1,3,5-Trimethylbenzene","ug/l",2008,1,1
"1,3,5-Trimethylbenzene","ug/l",2012,1,1
"1,4-Dioxane","",2013,1,1
"1,4-Dioxane","",2015,5,1
"1,4-Dioxane","",2017,1,1
"1,6-Dimethylnaphthalene","ug/kg",1999,2,9118
"1,7-Dimethylxanthine","",2017,1,1
"1,7-Dimethylxanthine","% recovery",2013,2,3137
"1,7-Dimethylxanthine","ng/l",2013,9,2163.22222222222
"10,11-Dihydro-10-hydroxy Carbamazepine","% recovery",2016,2,2795.5
"10,11-Dihydro-10-hydroxy Carbamazepine","ng/l",2014,5,1
"10,11-Dihydro-10-hydroxy Carbamazepine","ng/l",2015,1,1
"10,11-Dihydro-10-hydroxy Carbamazepine","ng/l",2016,4,1
"11-KetoTestosterone","",2014,4,1
"11-KetoTestosterone","",2015,1,1
"11-KetoTestosterone","",2017,1,1
"16-Epiestriol-d2","%",2014,4,10542.75
"16-Epiestriol-d2","%",2015,1,9790
"16-Epiestriol-d2","%",2017,1,13769
"17.alpha.-Estradiol","",2014,4,1
"17.alpha.-Estradiol","",2015,1,1
"17.alpha.-Estradiol","",2017,1,1
"17.beta.-Estradiol-13,14,15,16,17,18-13C6","%",2014,4,13623.5
"17.beta.-Estradiol-13,14,15,16,17,18-13C6","%",2015,1,13334
"17.beta.-Estradiol-13,14,15,16,17,18-13C6","%",2017,1,14294
"1H-1,2,4-Triazole","",2013,1,1
"1H-1,2,4-Triazole","",2015,5,1
"1H-1,2,4-Triazole","",2017,1,1
"1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethyl)-","",2013,1,1
"1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethyl)-","",2015,5,1
"1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethyl)-","",2017,1,1
"1H-Pyrazole-3-carboxamide, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)sulfinyl]-","",2013,1,1
"1H-Pyrazole-3-carboxamide, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)sulfinyl]-","",2015,5,1
"1H-Pyrazole-3-carboxamide, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)sulfinyl]-","",2017,1,1
"1rs Cis-Permethrin","",1998,14,1
"1rs Cis-Permethrin","",1999,2,1
"1rs Cis-Permethrin","",2000,12,1
"1rs Cis-Permethrin","",2003,4,1
"1rs Cis-Permethrin","",2004,2,1
"1rs Cis-Permethrin","",2006,1,1
"1rs Cis-Permethrin","",2007,3,1
"1rs Cis-Permethrin","",2008,14,1
"1rs Cis-Permethrin","",2010,1,1
"1rs Cis-Permethrin","",2011,1,1
"1rs Cis-Permethrin","",2013,1,1
"1rs Cis-Permethrin","",2015,5,1
"1rs Cis-Permethrin","",2017,1,1
"2-(1-Hydroxyethyl)-6-methylaniline","",2013,1,1
"2-(1-Hydroxyethyl)-6-methylaniline","",2015,5,1
"2-(1-Hydroxyethyl)-6-methylaniline","",2017,1,1
"2-[(2-Ethyl-6-methylphenyl)amino]-1-propanol","",2013,1,1
"2-[(2-Ethyl-6-methylphenyl)amino]-1-propanol","",2015,5,1
"2-[(2-Ethyl-6-methylphenyl)amino]-1-propanol","",2017,1,1
"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","",2007,3,1
"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","",2008,12,1
"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","",2014,4,1
"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","",2015,2,1
"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol","",2007,3,1
"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol","",2008,12,1
"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol","",2014,4,1
"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol","",2015,2,1
"2-Amino-N-isopropylbenzamide","",2013,1,1
"2-Amino-N-isopropylbenzamide","",2015,5,1
"2-Amino-N-isopropylbenzamide","",2017,1,1
"2-Aminobenzimidazole","",2013,1,1
"2-Aminobenzimidazole","",2015,5,1
"2-Aminobenzimidazole","",2017,1,1
"2-Chloro-2',6'-diethylacetanilide","",2006,1,1
"2-Chloro-2',6'-diethylacetanilide","",2007,3,1
"2-Chloro-2',6'-diethylacetanilide","",2008,14,1
"2-Chloro-2',6'-diethylacetanilide","",2010,1,1
"2-Chloro-2',6'-diethylacetanilide","",2011,1,1
"2-Chloro-2',6'-diethylacetanilide","",2013,1,1
"2-Chloro-2',6'-diethylacetanilide","",2015,5,1
"2-Chloro-2',6'-diethylacetanilide","",2017,1,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",1998,10,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2000,2,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2003,3,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2004,2,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2007,2,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2008,8,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2013,1,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2015,5,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","",2017,1,1
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",1998,4,286.75
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",2000,10,305.3
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",2003,1,329
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",2006,1,329
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",2007,1,320
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",2008,6,319.166666666667
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",2010,1,329
"2-Chloro-4-isopropylamino-6-amino-s-triazine","ug/l",2011,1,336
"2-Chloro-4,6-diamino-s-triazine","",2013,1,1
"2-Chloro-4,6-diamino-s-triazine","",2015,3,1
"2-Chloro-4,6-diamino-s-triazine","",2017,1,1
"2-Chloro-4,6-diamino-s-triazine","ng/l",2015,2,11118
"2-Chloro-N-(2-ethyl-6-methylphenyl)acetamide","",2013,1,1
"2-Chloro-N-(2-ethyl-6-methylphenyl)acetamide","",2015,5,1
"2-Chloro-N-(2-ethyl-6-methylphenyl)acetamide","",2017,1,1
"2-Chlorobiphenyl","ng/kg",2002,2,1
"2-Chloroethyl vinyl ether","",1989,5,1
"2-Chloroethyl vinyl ether","ug/l",1990,2,1
"2-Chloroethyl vinyl ether","ug/l",2001,1,1
"2-Chloronaphthalene","",1989,1,1
"2-Chloronaphthalene","",1999,2,1
"2-Chloronaphthalene","mg/l",2002,1,1
"2-Chloronaphthalene","ug/kg",2002,2,1
"2-Chloronaphthalene","ug/l",1990,4,1
"2-Chloronaphthalene","ug/l",1992,1,1
"2-Chloronaphthalene","ug/l",1994,1,1
"2-Chloronaphthalene","ug/l",1995,6,1
"2-Chloronaphthalene","ug/l",1996,7,1
"2-Chloronaphthalene","ug/l",1997,9,1
"2-Chloronaphthalene","ug/l",1998,13,1
"2-Chloronaphthalene","ug/l",1999,19,1
"2-Chloronaphthalene","ug/l",2000,16,1
"2-Chloronaphthalene","ug/l",2001,6,1
"2-Chloronaphthalene","ug/l",2002,6,1
"2-Chloronaphthalene","ug/l",2006,1,1
"2-Chloronaphthalene","ug/l",2007,1,1
"2-Chloronaphthalene","ug/l",2008,1,1
"2-Ethyl-6-methylaniline","",2006,1,1
"2-Ethyl-6-methylaniline","",2007,3,1
"2-Ethyl-6-methylaniline","",2008,14,1
"2-Ethyl-6-methylaniline","",2010,1,1
"2-Ethyl-6-methylaniline","",2011,1,1
"2-Ethylnaphthalene","",1999,2,1
"2-Fluorobiphenyl","%",1999,2,11978
"2-Hexanone","",1998,13,1
"2-Hexanone","",2003,4,1
"2-Hexanone","",2004,2,1
"2-Hexanone","",2006,1,1
"2-Hexanone","",2007,3,1
"2-Hexanone","",2008,14,1
"2-Hexanone","",2010,1,1
"2-Hexanone","",2011,1,1
"2-Hexanone","ug/l",1990,2,1
"2-Hexanone","ug/l",2001,1,1
"2-Hydroxy-4-isopropylamino-6-amino-s-triazine","",2013,1,1
"2-Hydroxy-4-isopropylamino-6-amino-s-triazine","",2015,5,1
"2-Hydroxy-4-isopropylamino-6-amino-s-triazine","",2017,1,1
"2-Hydroxy-6-ethylamino-4-amino-s-triazine","",2013,1,1
"2-Hydroxy-6-ethylamino-4-amino-s-triazine","",2015,5,1
"2-Hydroxy-6-ethylamino-4-amino-s-triazine","",2017,1,1
"2-Hydroxyatrazine","",2007,3,1
"2-Hydroxyatrazine","",2008,13,1
"2-Hydroxyatrazine","",2010,1,1
"2-Hydroxyatrazine","",2013,1,1
"2-Hydroxyatrazine","",2015,5,1
"2-Hydroxyatrazine","",2017,1,1
"2-Isopropyl-6-methyl-4-pyrimidinol","",2013,1,1
"2-Isopropyl-6-methyl-4-pyrimidinol","",2015,5,1
"2-Isopropyl-6-methyl-4-pyrimidinol","",2017,1,1
"2-Methyl-2-butanol","",2007,3,1
"2-Methyl-2-butanol","",2008,13,1
"2-Methylanthracene","",1999,2,1
"2-Methylnaphthalene","",2000,1,1
"2-Methylnaphthalene","",2007,3,1
"2-Methylnaphthalene","",2008,12,1
"2-Methylnaphthalene","",2014,4,1
"2-Methylnaphthalene","",2015,2,1
"2-Methylnaphthalene","mg/l",2002,1,1
"2-Methylnaphthalene","ng/l",2013,7,1
"2-Methylnaphthalene","ng/l",2014,5,1
"2-Methylnaphthalene","ug/l",1990,4,1
"2-Methylnaphthalene","ug/l",1992,1,1
"2-Methylnaphthalene","ug/l",1994,1,1
"2-Methylnaphthalene","ug/l",1995,6,1
"2-Methylnaphthalene","ug/l",1996,7,1
"2-Methylnaphthalene","ug/l",1997,9,1
"2-Methylnaphthalene","ug/l",1998,13,1
"2-Methylnaphthalene","ug/l",1999,19,1
"2-Methylnaphthalene","ug/l",2000,15,1
"2-Methylnaphthalene","ug/l",2001,6,1
"2-Methylnaphthalene","ug/l",2002,6,1
"2-Methylnaphthalene","ug/l",2006,1,1
"2-Methylnaphthalene","ug/l",2007,1,1
"2-Methylnaphthalene","ug/l",2008,1,1
"2-Methylnaphthalene","ug/l",2010,10,1
"2-Methylpyridine","ug/kg",2002,2,1
"2-Nitropropane","",2013,1,1
"2-Nitropropane","",2015,5,1
"2-Nitropropane","",2017,1,1
"2-Propen-1-ol","",2013,1,1
"2-Propen-1-ol","",2015,5,1
"2-Propen-1-ol","",2017,1,1
"2,2'-Biquinoline","",1999,2,1
"2,2'-Dichlorobiphenyl","ng/kg",2002,2,2030.5
"2,2',3-Trichlorobiphenyl","ng/kg",2002,2,7886
"2,2',3,3',4-Pentachlorobiphenyl","ng/kg",2002,2,12239
"2,2',3,3',4,4',5-Heptachlorobiphenyl","ng/kg",2002,2,9153
"2,2',3,3',4,4',5,5'-Octachlorobiphenyl","ng/kg",2002,2,11958
"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl","ng/kg",2002,2,7545
"2,2',3,3',4,4',5,6'-Octachlorobiphenyl","ng/kg",2002,2,10663.5
"2,2',3,3',4,4',5,6-Octachlorobiphenyl","ng/kg",2002,2,5069.5
"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl","ng/kg",2002,2,9010
"2,2',3,3',4,5'-Hexachlorobiphenyl","ng/kg",2002,2,10424
"2,2',3,3',4,5',6'-Heptachlorobiphenyl","ng/kg",2002,2,6557.5
"2,2',3,3',4,5',6-Heptachlorobiphenyl","ng/kg",2002,2,8266.5
"2,2',3,3',4,5',6,6'-Octachlorobiphenyl","ng/kg",2002,2,4491.5
"2,2',3,3',4,5,5'-Heptachlorobiphenyl","ng/kg",2002,2,10266.5
"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl","ng/kg",2002,2,4633
"2,2',3,3',4,5,6'-Heptachlorobiphenyl","ng/kg",2002,2,8709
"2,2',3,3',4,6'-Hexachlorobiphenyl","ng/kg",2002,2,12410.5
"2,2',3,3',4,6-Hexachlorobiphenyl","ng/kg",2002,2,5085
"2,2',3,3',4,6,6'-Heptachlorobiphenyl","ng/kg",2002,2,13974
"2,2',3,3',5,5'-Hexachlorobiphenyl","ng/kg",2002,2,11081.5
"2,2',3,3',5,5',6-Heptachlorobiphenyl","ng/kg",2002,2,11230.5
"2,2',3,3',5,5',6,6'-Octachlorobiphenyl","ng/kg",2002,2,8133
"2,2',3,3',5,6,6'-Heptachlorobiphenyl","ng/kg",2002,2,10521
"2,2',3,3',6-Pentachlorobiphenyl","ng/kg",2002,2,12023.5
"2,2',3,3',6,6'-Hexachlorobiphenyl","ng/kg",2002,2,9104.5
"2,2',3,4'-Tetrachlorobiphenyl","ng/kg",2002,2,7513.5
"2,2',3,4',5,5'-Hexachlorobiphenyl","ng/kg",2002,2,10045
"2,2',3,4',5,5',6-Heptachlorobiphenyl","ng/kg",2002,2,7107.5
"2,2',3,4',5,6'-Hexachlorobiphenyl","ng/kg",2002,2,10455.5
"2,2',3,4',5,6,6'-Heptachlorobiphenyl","ng/kg",2002,2,4370
"2,2',3,4',6,6'-Hexachlorobiphenyl","ng/kg",2002,2,12337.5
"2,2',3,4,4',5-Hexachlorobiphenyl","ng/kg",2002,2,6781.5
"2,2',3,4,4',5,5',6-Octachlorobiphenyl","ng/kg",2002,2,11466.5
"2,2',3,4,4',5,6'-Heptachlorobiphenyl","ng/kg",2002,2,9516.5
"2,2',3,4,4',5,6-Heptachlorobiphenyl","ng/kg",2002,2,8567
"2,2',3,4,4',5,6,6'-Octachlorobiphenyl","ng/kg",2002,2,9664
"2,2',3,4,4',6,6'-Heptachlorobiphenyl","ng/kg",2002,2,3836.5
"2,2',3,4,5',6-Hexachlorobiphenyl","ng/kg",2002,2,11588
"2,2',3,4,5,5'-Hexachlorobiphenyl","ng/kg",2002,2,7790.5
"2,2',3,4,5,6-Hexachlorobiphenyl","ng/kg",2002,2,1
"2,2',3,4,5,6,6'-Heptachlorobiphenyl","ng/kg",2002,2,1
"2,2',3,4,6'-Pentachlorobiphenyl","ng/kg",2002,2,10411
"2,2',3,4,6,6'-Hexachlorobiphenyl","ng/kg",2002,2,1084.5
"2,2',3,5-Tetrachlorobiphenyl","ng/kg",2002,2,2394
"2,2',3,5,5'-Pentachlorobiphenyl","ng/kg",2002,2,11073.5
"2,2',3,5,6'-Pentachlorobiphenyl","ng/kg",2002,2,8081
"2,2',3,5,6,6'-Hexachlorobiphenyl","ng/kg",2002,2,7432.5
"2,2',3,6'-Tetrachlorobiphenyl","ng/kg",2002,2,3100
"2,2',3,6,6'-Pentachlorobiphenyl","ng/kg",2002,2,3057.5
"2,2',4-Trichlorobiphenyl","ng/kg",2002,2,8948
"2,2',4,4',6,6'-Hexachlorobiphenyl","ng/kg",2002,2,4119.5
"2,2',4,5',6-Pentachlorobiphenyl","ng/kg",2002,2,9102.5
"2,2',4,5-Tetrachlorobiphenyl","ng/kg",2002,2,11205.5
"2,2',4,6,6'-Pentachlorobiphenyl","ng/kg",2002,2,1
"2,2',5,5'-Tetrachlorobiphenyl","ng/kg",2002,2,13432
"2,2',6-Trichlorobiphenyl","ng/kg",2002,2,753
"2,2',6,6'-Tetrachlorobiphenyl","ng/kg",2002,2,1
"2,2-Dichloropropane","",1998,13,1
"2,2-Dichloropropane","",2003,4,1
"2,2-Dichloropropane","",2004,2,1
"2,2-Dichloropropane","",2006,1,1
"2,2-Dichloropropane","",2007,3,1
"2,2-Dichloropropane","",2008,14,1
"2,2-Dichloropropane","",2010,1,1
"2,2-Dichloropropane","",2011,1,1
"2,2-Dichloropropane","ug/l",1990,1,1
"2,2-Dichloropropane","ug/l",1991,4,1
"2,2-Dichloropropane","ug/l",1993,2,1
"2,2-Dichloropropane","ug/l",1995,1,1
"2,2-Dichloropropane","ug/l",2007,1,1
"2,2-Dichloropropane","ug/l",2008,1,1
"2,2-Dichloropropane","ug/l",2012,1,1
"2,3'-Dichlorobiphenyl","ng/kg",2002,2,3772.5
"2,3',4-Trichlorobiphenyl","ng/kg",2002,2,5351
"2,3',4,4'-Tetrachlorobiphenyl","ng/kg",2002,2,12153.5
"2,3',4,4',5'-Pentachlorobiphenyl","ng/kg",2002,2,6952
"2,3',4,4',5-Pentachlorobiphenyl","ng/kg",2002,2,9150.5
"2,3',4,4',5,5'-Hexachlorobiphenyl","ng/kg",2002,2,10675.5
"2,3',4,5'-Tetrachlorobiphenyl","ng/kg",2002,2,4953.5
"2,3',4,5',6-Pentachlorobiphenyl","ng/kg",2002,2,1210
"2,3',4,5-Tetrachlorobiphenyl","ng/kg",2002,2,11596.5
"2,3',4,5,5'-Pentachlorobiphenyl","ng/kg",2002,2,8006
"2,3',5'-Trichlorobiphenyl","ng/kg",2002,2,3075
"2,3',5',6-Tetrachlorobiphenyl","ng/kg",2002,2,1
"2,3',5,5'-Tetrachlorobiphenyl","ng/kg",2002,2,9114
"2,3',6-Trichlorobiphenyl","ng/kg",2002,2,1192.5
"2,3-Dichlorobiphenyl","ng/kg",2002,2,1
"2,3,3',4'-Tetrachlorobiphenyl","ng/kg",2002,2,5998.5
"2,3,3',4',5'-Pentachlorobiphenyl","ng/kg",2002,2,6867.5
"2,3,3',4',5',6-Hexachlorobiphenyl","ng/kg",2002,2,7607.5
"2,3,3',4',5,5'-Hexachlorobiphenyl","ng/kg",2002,2,9804
"2,3,3',4-Tetrachlorobiphenyl","ng/kg",2002,2,5504.5
"2,3,3',4,4'-Pentachlorobiphenyl","ng/kg",2002,2,11104.5
"2,3,3',4,4',5',6-Heptachlorobiphenyl","ng/kg",2002,2,10255.5
"2,3,3',4,4',5,5'-Heptachlorobiphenyl","ng/kg",2002,2,9707
"2,3,3',4,4',5,5',6-Octachlorobiphenyl","ng/kg",2002,2,6578.5
"2,3,3',4,4',5,6-Heptachlorobiphenyl","ng/kg",2002,2,5495
"2,3,3',4,4',6-Hexachlorobiphenyl","ng/kg",2002,2,9127.5
"2,3,3',4,5',6-Hexachlorobiphenyl","ng/kg",2002,2,1
"2,3,3',4,5-Pentachlorobiphenyl","ng/kg",2002,2,1
"2,3,3',4,5,5'-Hexachlorobiphenyl","ng/kg",2002,2,10878
"2,3,3',4,5,5',6-Heptachlorobiphenyl","ng/kg",2002,2,753
"2,3,3',4,6-Pentachlorobiphenyl","ng/kg",2002,2,6434.5
"2,3,3',5'-Tetrachlorobiphenyl","ng/kg",2002,2,7814
"2,3,3',5-Tetrachlorobiphenyl","ng/kg",2002,2,5401
"2,3,3',5,5'-Pentachlorobiphenyl","ng/kg",2002,2,6644
"2,3,3',5,5',6-Hexachlorobiphenyl","ng/kg",2002,2,12576.5
"2,3,3',5,6-Pentachlorobiphenyl","ng/kg",2002,2,1
"2,3,3-Trichloro-2-propene-1-sulfonic acid (sodium salt)","",2013,1,1
"2,3,3-Trichloro-2-propene-1-sulfonic acid (sodium salt)","",2015,5,1
"2,3,3-Trichloro-2-propene-1-sulfonic acid (sodium salt)","",2017,1,1
"2,3,4'-Trichlorobiphenyl","ng/kg",2002,2,10352
"2,3,4',5-Tetrachlorobiphenyl","ng/kg",2002,2,10943.5
"2,3,4',6-Tetrachlorobiphenyl","ng/kg",2002,2,6181
"2,3,4,4'-Tetrachlorobiphenyl","ng/kg",2002,2,4129
"2,3,4,4',5-Pentachlorobiphenyl","ng/kg",2002,2,9572.5
"2,3,4,6,7,8-Hexachlorodibenzofuran","ng/kg",2002,2,449
"2,3,4,7,8-Pentachlorodibenzofuran","ng/kg",2002,2,966.5
"2,3,5-Trichlorobiphenyl","ng/kg",2002,2,1
"2,3,6-Trichlorobiphenyl","ng/kg",2002,2,1
"2,3,6-Trichlorophenol","ug/kg",2002,2,1
"2,3,6-Trimethylnaphthalene","",1999,2,1
"2,3,7,8-Tetrachlorodibenzo-p-dioxin","ng/kg",2002,2,303.5
"2,3,7,8-Tetrachlorodibenzofuran","ng/kg",2002,2,1028.5
"2,4'-Dichlorobiphenyl","ng/kg",2002,2,7102
"2,4',5-Trichlorobiphenyl","ng/kg",2002,2,13892.5
"2,4',6-Trichlorobiphenyl","ng/kg",2002,2,4400
"2,4-D","",1989,12,1
"2,4-D","",1990,1,1
"2,4-D","",1998,13,1
"2,4-D","",2007,3,1
"2,4-D","",2008,11,1
"2,4-D","",2010,1,1
"2,4-D","",2013,1,1
"2,4-D","",2015,5,1
"2,4-D","",2017,1,1
"2,4-D","% recovery",2012,4,6050
"2,4-D","% recovery",2013,2,5874.5
"2,4-D","% recovery",2016,2,15113.5
"2,4-D","ng/l",2010,8,1
"2,4-D","ng/l",2012,8,1
"2,4-D","ng/l",2013,9,1
"2,4-D","ng/l",2014,5,1
"2,4-D","ng/l",2015,1,1
"2,4-D","ng/l",2016,4,1
"2,4-D","ug/l",1986,3,1
"2,4-D","ug/l",1987,6,1
"2,4-D","ug/l",1988,6,1
"2,4-D","ug/l",1989,10,1
"2,4-D","ug/l",1990,8,1
"2,4-D","ug/l",1991,2,1
"2,4-D","ug/l",1992,1,1
"2,4-D","ug/l",1999,5,1
"2,4-D","ug/l",2000,11,1
"2,4-D","ug/l",2008,2,425
"2,4-D","ug/l",2012,1,1
"2,4-D-13C6","% recovery",2010,8,14598.75
"2,4-D-d3","%",2013,1,2741
"2,4-D-d3","%",2015,5,14486.6
"2,4-D-d3","%",2017,1,14050
"2,4-D methyl ester","",2007,3,1
"2,4-D methyl ester","",2008,13,1
"2,4-D methyl ester","",2010,1,1
"2,4-DB","",1998,13,1
"2,4-DB","",2007,3,1
"2,4-DB","",2008,13,1
"2,4-DB","",2010,1,1
"2,4-Dichlorobiphenyl","ng/kg",2002,2,1
"2,4-Dichlorophenol","",1989,1,1
"2,4-Dichlorophenol","",2000,1,1
"2,4-Dichlorophenol","mg/l",2002,1,1
"2,4-Dichlorophenol","ug/kg",2002,2,1
"2,4-Dichlorophenol","ug/l",1990,4,1
"2,4-Dichlorophenol","ug/l",1992,1,1
"2,4-Dichlorophenol","ug/l",1994,1,1
"2,4-Dichlorophenol","ug/l",1995,6,1
"2,4-Dichlorophenol","ug/l",1996,7,1
"2,4-Dichlorophenol","ug/l",1997,9,1
"2,4-Dichlorophenol","ug/l",1998,13,1
"2,4-Dichlorophenol","ug/l",1999,19,1
"2,4-Dichlorophenol","ug/l",2000,15,1
"2,4-Dichlorophenol","ug/l",2001,6,1
"2,4-Dichlorophenol","ug/l",2002,6,1
"2,4-Dichlorophenol","ug/l",2006,1,1
"2,4-Dichlorophenol","ug/l",2007,1,1
"2,4-Dichlorophenol","ug/l",2008,1,1
"2,4-Dimethylphenol","",1989,1,1
"2,4-Dimethylphenol","",2000,1,1
"2,4-Dimethylphenol","mg/l",2000,1,1
"2,4-Dimethylphenol","mg/l",2002,1,1
"2,4-Dimethylphenol","ug/kg",2002,2,1
"2,4-Dimethylphenol","ug/l",1990,4,1
"2,4-Dimethylphenol","ug/l",1992,1,1
"2,4-Dimethylphenol","ug/l",1994,1,1
"2,4-Dimethylphenol","ug/l",1995,6,1
"2,4-Dimethylphenol","ug/l",1996,7,1
"2,4-Dimethylphenol","ug/l",1997,9,1
"2,4-Dimethylphenol","ug/l",1998,13,1
"2,4-Dimethylphenol","ug/l",1999,19,325.842105263158
"2,4-Dimethylphenol","ug/l",2000,14,1
"2,4-Dimethylphenol","ug/l",2001,6,1
"2,4-Dimethylphenol","ug/l",2002,6,1
"2,4-Dimethylphenol","ug/l",2006,1,1
"2,4-Dimethylphenol","ug/l",2007,1,1
"2,4-Dimethylphenol","ug/l",2008,1,1
"2,4-Dinitrophenol","",1989,1,1
"2,4-Dinitrophenol","",2000,1,1
"2,4-Dinitrophenol","mg/l",2002,1,1
"2,4-Dinitrophenol","ug/kg",2002,2,1
"2,4-Dinitrophenol","ug/l",1990,4,1
"2,4-Dinitrophenol","ug/l",1992,1,1
"2,4-Dinitrophenol","ug/l",1994,1,1
"2,4-Dinitrophenol","ug/l",1995,6,1
"2,4-Dinitrophenol","ug/l",1996,7,1
"2,4-Dinitrophenol","ug/l",1997,9,1
"2,4-Dinitrophenol","ug/l",1998,13,1
"2,4-Dinitrophenol","ug/l",1999,19,1
"2,4-Dinitrophenol","ug/l",2000,15,1
"2,4-Dinitrophenol","ug/l",2001,6,1
"2,4-Dinitrophenol","ug/l",2002,6,1
"2,4-Dinitrophenol","ug/l",2006,1,1
"2,4-Dinitrophenol","ug/l",2007,1,1
"2,4-Dinitrophenol","ug/l",2008,1,1
"2,4-Dinitrotoluene","",1989,1,1
"2,4-Dinitrotoluene","",1999,2,1
"2,4-Dinitrotoluene","",2000,1,1
"2,4-Dinitrotoluene","mg/l",2002,1,1
"2,4-Dinitrotoluene","ug/kg",2002,2,1
"2,4-Dinitrotoluene","ug/l",1990,4,1
"2,4-Dinitrotoluene","ug/l",1992,1,1
"2,4-Dinitrotoluene","ug/l",1994,1,1
"2,4-Dinitrotoluene","ug/l",1995,6,1
"2,4-Dinitrotoluene","ug/l",1996,7,1
"2,4-Dinitrotoluene","ug/l",1997,9,1
"2,4-Dinitrotoluene","ug/l",1998,13,1
"2,4-Dinitrotoluene","ug/l",1999,19,1
"2,4-Dinitrotoluene","ug/l",2000,15,1
"2,4-Dinitrotoluene","ug/l",2001,6,1
"2,4-Dinitrotoluene","ug/l",2002,6,1
"2,4-Dinitrotoluene","ug/l",2006,1,1
"2,4-Dinitrotoluene","ug/l",2007,1,1
"2,4-Dinitrotoluene","ug/l",2008,1,1
"2,4,5-T","",1989,12,1
"2,4,5-T","",1990,1,1
"2,4,5-T","",1998,13,1
"2,4,5-T","%",2007,3,14399
"2,4,5-T","%",2008,13,13600.1538461538
"2,4,5-T","%",2010,1,3596
"2,4,5-T","% recovery",2012,4,3372
"2,4,5-T","% recovery",2013,2,6966.5
"2,4,5-T","% recovery",2016,2,3045.5
"2,4,5-T","ng/l",2010,8,1
"2,4,5-T","ng/l",2012,8,1
"2,4,5-T","ng/l",2013,9,1
"2,4,5-T","ng/l",2014,5,1
"2,4,5-T","ng/l",2015,1,1
"2,4,5-T","ng/l",2016,4,1
"2,4,5-T","ug/l",1987,3,1
"2,4,5-T","ug/l",1988,6,1
"2,4,5-T","ug/l",1989,9,1
"2,4,5-T","ug/l",1991,2,1
"2,4,5-T","ug/l",1992,1,1
"2,4,5-T","ug/l",1999,5,1
"2,4,5-T + Silvex","ug/l",2012,1,1
"2,4,5-Trichlorophenol","",2000,1,1
"2,4,5-Trichlorophenol","ug/kg",2002,2,1
"2,4,5-Trichlorophenol","ug/l",2006,1,1
"2,4,5-Trichlorophenol","ug/l",2007,1,1
"2,4,5-Trichlorophenol","ug/l",2008,1,1
"2,4,6-Trichlorophenol","",1989,1,1
"2,4,6-Trichlorophenol","",2000,1,1
